primary_name,type
Duvelisib (Oral Pill),rxterm
COPIKTRA (Oral Pill),rxterm
Cannabidiol (Oral Liquid),rxterm
EPIDIOLEX (Oral Liquid),rxterm
Dacomitinib (Oral Pill),rxterm
VIZIMPRO (Oral Pill),rxterm
Sarecycline (Oral Pill),rxterm
SEYSARA (Oral Pill),rxterm
TIGLUTIK (Oral Liquid),rxterm
Omadacycline (Oral Pill),rxterm
NUZYRA (Oral Pill),rxterm
Omadacycline (Injectable),rxterm
PAREMYD (Ophthalmic),rxterm
MINOCIN (Oral Liquid),rxterm
BAL IN OIL (Injectable),rxterm
BIOLON (Ophthalmic),rxterm
VIVARIN (Oral Pill),rxterm
Benoxinate/Fluorescein (Ophthalmic),rxterm
TUXARIN XR (Oral Pill),rxterm
ALTAFLUOR (Ophthalmic),rxterm
Ascorbic acid/Collagen (Oral Pill),rxterm
Talazoparib (Oral Pill),rxterm
TALZENNA (Oral Pill),rxterm
Baloxavir marboxil (Oral Pill),rxterm
XOFLUZA (Oral Pill),rxterm
Sodium polystyrene sulfonate (Oral Suspension Powder),rxterm
FLETCHERS CASTORIA (Oral Liquid),rxterm
FLORICAL (Oral Pill),rxterm
SYMPAZAN (Oral Film),rxterm
D-PENAMINE (Oral Pill),rxterm
Lorlatinib (Oral Pill),rxterm
LORBRENA (Oral Pill),rxterm
BIO-STATIN (Oral Pill),rxterm
Cenegermin (Ophthalmic),rxterm
OXERVATE (Ophthalmic),rxterm
AQUASOL E (Oral Liquid),rxterm
Larotrectinib (Oral Pill),rxterm
VITRAKVI (Oral Pill),rxterm
Larotrectinib (Oral Liquid),rxterm
VITRAKVI (Oral Liquid),rxterm
Gilteritinib (Oral Pill),rxterm
XOSPATA (Oral Pill),rxterm
Glasdegib (Oral Pill),rxterm
DAURISMO (Oral Pill),rxterm
REGULOID (Oral Pill),rxterm
DVORAH (Oral Pill),rxterm
Amifampridine (Oral Pill),rxterm
Rifamycin SV (Oral Pill),rxterm
AEMCOLO (Oral Pill),rxterm
TOLSURA (Oral Pill),rxterm
DEVROM (Oral Pill),rxterm
THERATEARS (Ophthalmic),rxterm
LAXACIN (Oral Pill),rxterm
Prucalopride (Oral Pill),rxterm
MOTEGRITY (Oral Pill),rxterm
FIRDAPSE (Oral Pill),rxterm
SALETO (Oral Pill),rxterm
ZALDYON (Oral Pill),rxterm
Estradiol/Progesterone (Oral Pill),rxterm
BIJUVA (Oral Pill),rxterm
MAG-TAB XR (Oral Pill),rxterm
KRINTAFEL (Oral Pill),rxterm
URO-MAG (Oral Pill),rxterm
ALYQ (Oral Pill),rxterm
DRAMAMINE NAUSEA RELIEF (Oral Pill),rxterm
CHARCOCAPS (Oral Pill),rxterm
ANACIN (Oral Pill),rxterm
P-A-C ANALGESIC (Oral Pill),rxterm
ISOPTO ALKALINE (Ophthalmic),rxterm
AXID AR (Oral Pill),rxterm
C-TIME (Oral Pill),rxterm
Meloxicam (Oral Disintegrating),rxterm
QMIIZ (Oral Disintegrating),rxterm
Triclabendazole (Oral Pill),rxterm
EGATEN (Oral Pill),rxterm
Colchicine (Oral Liquid),rxterm
Amphetamine (Oral Disintegrating),rxterm
B-CARO-T (Oral Pill),rxterm
Lactobacillus acidophilus/Lactobacillus delbrueckii subsp. bulgaricus (Oral Pill),rxterm
Cetirizine (Ophthalmic),rxterm
ZERVIATE (Ophthalmic),rxterm
ADHANSIA XR (Oral Pill),rxterm
Latanoprost/Netarsudil (Ophthalmic),rxterm
ROCKLATAN (Ophthalmic),rxterm
Ceritinib (Oral Pill),rxterm
ZYKADIA (Oral Pill),rxterm
Siponimod (Oral Pill),rxterm
MAYZENT (Oral Pill),rxterm
Ascorbic acid (Oral Powder),rxterm
Solriamfetol (Oral Pill),rxterm
SUNOSI (Oral Pill),rxterm
Testosterone (Oral Pill),rxterm
JATENZO (Oral Pill),rxterm
KOLORZ (Oral Gel),rxterm
INSTA-CHAR (Oral Liquid),rxterm
Dextromethorphan/guaiFENesin (Oral Granules),rxterm
SCOT-TUSSIN DM COUGH CHASERS (Oral Lozenge),rxterm
Dextromethorphan/Phenylephrine (Oral Spray),rxterm
OUTGRO PAIN RELIEF (Topical),rxterm
Dolutegravir/lamiVUDine (Oral Pill),rxterm
DOVATO (Oral Pill),rxterm
Cladribine (Oral Pill),rxterm
MAVENCLAD (Oral Pill),rxterm
TEMIXYS (Oral Pill),rxterm
Erdafitinib (Oral Pill),rxterm
BALVERSA (Oral Pill),rxterm
Xylitol (Oral Lozenge),rxterm
Cholecalciferol/Vitamin K2 (Oral Pill),rxterm
Tocophersolan (Oral Liquid),rxterm
PASER D/R (Oral Granules),rxterm
AQUA-BAN (Oral Pill),rxterm
OXIPOR VHC (Topical),rxterm
SEROMYCIN (Oral Pill),rxterm
DERIFIL (Oral Pill),rxterm
ONCASPAR (Injectable),rxterm
EX-LAX REGULAR STRENGTH PILLS (Oral Pill),rxterm
EX-LAX MAXIMUM RELIEF FORMULA (Oral Pill),rxterm
PEROXYL (Oral Gel),rxterm
EZALLOR (Oral Pill),rxterm
Lacticaseibacillus rhamnosus (Oral Powder),rxterm
Tafamidis (Oral Pill),rxterm
VYNDAMAX (Oral Pill),rxterm
VYNDAQEL (Oral Pill),rxterm
Ivabradine (Oral Liquid),rxterm
CORLANOR (Oral Liquid),rxterm
Choline XR (Oral Pill),rxterm
JORNAY XR (Oral Pill),rxterm
Alpelisib (Oral Pill),rxterm
PIQRAY (Oral Pill),rxterm
Onasemnogene abeparvovec (Injectable),rxterm
Onasemnogene abeparvovec (Pack),rxterm
Drospirenone (Oral Pill),rxterm
Vitamin E (Oral Liquid),rxterm
Colloidal oatmeal (Soap),rxterm
EVEKEO (Oral Disintegrating),rxterm
Glucosamine/Methylsulfonylmethane (Oral Pill),rxterm
Pyrilamine (Oral Liquid),rxterm
PEDIACLEAR (Oral Liquid),rxterm
Selinexor (Oral Pill),rxterm
XPOVIO (Oral Pill),rxterm
XPOVIO 60 MG ONCE WEEKLY CARTON (Pack),rxterm
XPOVIO 80 MG ONCE WEEKLY CARTON (Pack),rxterm
XPOVIO 100 MG ONCE WEEKLY CARTON (Pack),rxterm
Acetaminophen (Oral Powder),rxterm
TYLENOL (Oral Powder),rxterm
MONOCAL (Oral Pill),rxterm
PEDIACLEAR CHILDRENS (Oral Liquid),rxterm
OGIVRI (Injectable),rxterm
Darolutamide (Oral Pill),rxterm
NUBEQA (Oral Pill),rxterm
GLOPERBA (Oral Liquid),rxterm
Deferiprone (Oral Pill),rxterm
Dexchlorpheniramine/Phenylephrine XR (Oral Pill),rxterm
Pexidartinib (Oral Pill),rxterm
TURALIO (Oral Pill),rxterm
Dexchlorpheniramine (Oral Liquid),rxterm
RYCLORA (Oral Liquid),rxterm
Dexchlorpheniramine/Phenylephrine (Oral Pill),rxterm
amLODIPine (Oral Liquid),rxterm
KATERZIA (Oral Liquid),rxterm
Upadacitinib XR (Oral Pill),rxterm
RINVOQ XR (Oral Pill),rxterm
Fedratinib (Oral Pill),rxterm
INREBIC (Oral Pill),rxterm
Entrectinib (Oral Pill),rxterm
ROZLYTREK (Oral Pill),rxterm
Pitolisant (Oral Pill),rxterm
WAKIX (Oral Pill),rxterm
Pretomanid (Oral Pill),rxterm
Lefamulin (Oral Pill),rxterm
XENLETA (Oral Pill),rxterm
Istradefylline (Oral Pill),rxterm
NOURIANZ (Oral Pill),rxterm
Tenapanor (Oral Pill),rxterm
IBSRELA (Oral Pill),rxterm
PEDIACLEAR COUGH (Oral Liquid),rxterm
DRIZALMA (Oral Pill),rxterm
metFORMIN XR (Oral Liquid),rxterm
RIOMET XR (Oral Liquid),rxterm
Semaglutide (Oral Pill),rxterm
RYBELSUS (Oral Pill),rxterm
OZOBAX (Oral Liquid),rxterm
CASPORYN HC (Otic),rxterm
Sofosbuvir (Oral Pellet),rxterm
SOVALDI (Oral Pellet),rxterm
Ledipasvir/Sofosbuvir (Oral Pellet),rxterm
HARVONI (Oral Pellet),rxterm
Lasmiditan (Oral Pill),rxterm
REYVOW (Oral Pill),rxterm
Elexacaftor/Ivacaftor/Tezacaftor (Oral Pill),rxterm
OSMOLEX 322 MG DAILY DOSING (Pack),rxterm
VTOL (Oral Liquid),rxterm
Soybean lecithin (Oral Pill),rxterm
Diroximel fumarate (Oral Pill),rxterm
VUMERITY (Oral Pill),rxterm
CLOVIQUE (Oral Pill),rxterm
Amoxicillin/Omeprazole/Rifabutin (Oral Pill),rxterm
TALICIA (Oral Pill),rxterm
Chondroitin sulfates (Oral Pill),rxterm
Apple cider vinegar (Oral Pill),rxterm
Dexbrompheniramine (Oral Pill),rxterm
ALA-HIST IR (Oral Pill),rxterm
Zanubrutinib (Oral Pill),rxterm
BRUKINSA (Oral Pill),rxterm
Cenobamate (Oral Pill),rxterm
XCOPRI (Oral Pill),rxterm
Riluzole (Oral Film),rxterm
Aspirin/Caffeine (Oral Powder),rxterm
EXSERVAN (Oral Film),rxterm
Ubrogepant (Oral Pill),rxterm
UBRELVY (Oral Pill),rxterm
HEMATEX (Oral Liquid),rxterm
Avapritinib (Oral Pill),rxterm
AYVAKIT (Oral Pill),rxterm
Lemborexant (Oral Pill),rxterm
DAYVIGO (Oral Pill),rxterm
ORTIKOS XR (Oral Pill),rxterm
Tazemetostat (Oral Pill),rxterm
TAZVERIK (Oral Pill),rxterm
Lumateperone (Oral Pill),rxterm
CAPLYTA (Oral Pill),rxterm
ALLZITAL (Oral Pill),rxterm
Peanut allergenic extract (Oral Powder),rxterm
PALFORZIA (Oral Powder),rxterm
PROLATE (Oral Pill),rxterm
Fidaxomicin (Oral Liquid),rxterm
DIFICID (Oral Liquid),rxterm
PROLATE (Oral Liquid),rxterm
Rimegepant (Oral Disintegrating),rxterm
NURTEC (Oral Disintegrating),rxterm
Bempedoic acid (Oral Pill),rxterm
NEXLETOL (Oral Pill),rxterm
Bempedoic acid/Ezetimibe (Oral Pill),rxterm
NEXLIZET (Oral Pill),rxterm
Cysteamine (Oral Granules),rxterm
PROCYSBI (Oral Granules),rxterm
HEMADY (Oral Pill),rxterm
Osilodrostat (Oral Pill),rxterm
ISTURISA (Oral Pill),rxterm
Pheniramine/Phenylephrine (Oral Pill),rxterm
ALAHIST D (Oral Pill),rxterm
Ozanimod (Oral Pill),rxterm
ZEPOSIA (Oral Pill),rxterm
Ozanimod (Pack),rxterm
ONTRUZANT (Injectable),rxterm
Selumetinib (Oral Pill),rxterm
KOSELUGO (Oral Pill),rxterm
Empagliflozin/Linagliptin/metFORMIN XR (Oral Pill),rxterm
TRIJARDY XR (Oral Pill),rxterm
Pemigatinib (Oral Pill),rxterm
PEMAZYRE (Oral Pill),rxterm
Polyethylene glycol 400 (Ophthalmic),rxterm
Polyethylene glycol 400/Tetrahydrozoline/Zinc sulfate (Ophthalmic),rxterm
Tucatinib (Oral Pill),rxterm
TUKYSA (Oral Pill),rxterm
Opicapone (Oral Pill),rxterm
ONGENTYS (Oral Pill),rxterm
Capmatinib (Oral Pill),rxterm
TABRECTA (Oral Pill),rxterm
Benzocaine (Oral Liquid),rxterm
Ripretinib (Oral Pill),rxterm
QINLOCK (Oral Pill),rxterm
Selpercatinib (Oral Pill),rxterm
RETEVMO (Oral Pill),rxterm
Elagolix/Estradiol/Norethindrone (Oral Pill),rxterm
ORIAHNN 28 DAY KIT (Pack),rxterm
Activated charcoal (Oral Pill),rxterm
Celecoxib (Oral Liquid),rxterm
ELYXYB (Oral Liquid),rxterm
Dolutegravir (Oral Suspension Tablet),rxterm
TIVICAY (Oral Suspension Tablet),rxterm
Zinc gluconate (Oral Lozenge),rxterm
Solifenacin (Oral Liquid),rxterm
VESICARE (Oral Liquid),rxterm
Ascorbic acid XR (Oral Pill),rxterm
Ascorbic acid (Oral Wafer),rxterm
Levamlodipine (Oral Pill),rxterm
CONJUPRI (Oral Pill),rxterm
Calcium carbonate/Magnesium hydroxide (Oral Liquid),rxterm
Fostemsavir XR (Oral Pill),rxterm
RUKOBIA XR (Oral Pill),rxterm
Octreotide (Oral Pill),rxterm
MYCAPSSA (Oral Pill),rxterm
Fenfluramine (Oral Liquid),rxterm
FINTEPLA (Oral Liquid),rxterm
XPOVIO 40 MG ONCE WEEKLY CARTON (Pack),rxterm
Triheptanoin (Oral Liquid),rxterm
DOJOLVI (Oral Liquid),rxterm
Cedazuridine/Decitabine (Oral Pill),rxterm
INQOVI (Oral Pill),rxterm
Acetaminophen/Ibuprofen (Oral Pill),rxterm
Risdiplam (Oral Liquid),rxterm
EVRYSDI (Oral Liquid),rxterm
BACIGUENT (Ophthalmic),rxterm
CONTRAGESIC (Oral Pill),rxterm
UPNEEQ (Ophthalmic),rxterm
Oliceridine (Injectable),rxterm
OLINVYK (Injectable),rxterm
Monomethyl fumarate (Oral Pill),rxterm
BAFIERTAM (Oral Pill),rxterm
XYWAV (Oral Liquid),rxterm
Pralsetinib (Oral Pill),rxterm
GAVRETO (Oral Pill),rxterm
traMADol (Oral Liquid),rxterm
QDOLO (Oral Liquid),rxterm
Nifurtimox (Oral Pill),rxterm
BRONKAID MAX (Oral Pill),rxterm
azaCITIDine (Oral Pill),rxterm
ONUREG (Oral Pill),rxterm
CYSTADROPS (Ophthalmic),rxterm
LAMPIT (Oral Pill),rxterm
Hydrocortisone (Oral Granules),rxterm
ALKINDI (Oral Granules),rxterm
Ethinyl estradiol/Norgestimate (Oral Pill),rxterm
Desogestrel/Ethinyl estradiol (Oral Pill),rxterm
Royal jelly (Oral Pill),rxterm
Calcium carbonate/Monofluorophosphate (Oral Pill),rxterm
Lecithin (Oral Pill),rxterm
Rifapentine (Oral Pill),rxterm
Minocycline (Oral Liquid),rxterm
Aluminum hydroxide/Magnesium hydroxide (Oral Liquid),rxterm
Vitamin A (Oral Pill),rxterm
Aluminum hydroxide/Magnesium carbonate (Oral Liquid),rxterm
Niacinamide XR (Oral Pill),rxterm
Atoltivimab/Maftivimab/Odesivimab (Injectable),rxterm
EYSUVIS (Ophthalmic),rxterm
Magnesium sulfate/Potassium chloride/Sodium sulfate (Oral Pill),rxterm
SUTAB (Oral Pill),rxterm
OXLUMO (Injectable),rxterm
Baloxavir marboxil (Oral Suspension Granules),rxterm
XOFLUZA (Oral Suspension Granules),rxterm
Berotralstat (Oral Pill),rxterm
ORLADEYO (Oral Pill),rxterm
Lonafarnib (Oral Pill),rxterm
ZOKINVY (Oral Pill),rxterm
Tasimelteon (Oral Liquid),rxterm
HETLIOZ (Oral Liquid),rxterm
WILZIN (Oral Pill),rxterm
Vibegron (Oral Pill),rxterm
GEMTESA (Oral Pill),rxterm
Relugolix (Oral Pill),rxterm
ORGOVYX (Oral Pill),rxterm
Acetaminophen/Dextromethorphan (Oral Pill),rxterm
THYQUIDITY (Oral Liquid),rxterm
E-Z-GAS II (Oral Solution Granules),rxterm
Glucose (Oral Solution Powder),rxterm
Hexylresorcinol (Oral Lozenge),rxterm
Cabotegravir (Oral Pill),rxterm
VOCABRIA (Oral Pill),rxterm
Voclosporin (Oral Pill),rxterm
LUPKYNIS (Oral Pill),rxterm
Vericiguat (Oral Pill),rxterm
VERQUVO (Oral Pill),rxterm
Potassium gluconate XR (Oral Pill),rxterm
XYLIMELTS (Oral Lozenge),rxterm
Lecithin (Oral Liquid),rxterm
Tepotinib (Oral Pill),rxterm
TEPMETKO (Oral Pill),rxterm
RELTONE (Oral Pill),rxterm
Tofacitinib (Oral Liquid),rxterm
XELJANZ (Oral Liquid),rxterm
Umbralisib (Oral Pill),rxterm
UKONIQ (Oral Pill),rxterm
Glucosamine/Hyaluronate/Methylsulfonylmethane (Oral Pill),rxterm
Aminosalicylic acid (Oral Granules),rxterm
Benzocaine (Oral Cream),rxterm
Ethinyl estradiol (Oral Pill),rxterm
Potassium citrate (Oral Pill),rxterm
Baclofen (Oral Liquid),rxterm
S-adenosylmethionine (Oral Pill),rxterm
Molybdenum (Oral Pill),rxterm
Acetaminophen/Melatonin (Oral Pill),rxterm
Shark liver oil (Oral Pill),rxterm
Ponesimod (Oral Pill),rxterm
PONVORY (Oral Pill),rxterm
Tivozanib (Oral Pill),rxterm
FOTIVDA (Oral Pill),rxterm
Magnesium glycinate (Oral Pill),rxterm
Ezetimibe/Rosuvastatin (Oral Pill),rxterm
ROSZET (Oral Pill),rxterm
Viloxazine XR (Oral Pill),rxterm
QELBREE XR (Oral Pill),rxterm
Drospirenone/Estetrol (Oral Pill),rxterm
Mannose (Oral Pill),rxterm
Ferric maltol (Oral Pill),rxterm
ACCRUFER (Oral Pill),rxterm
Glycerin (Ophthalmic),rxterm
Glycerin/Phenylephrine (Ophthalmic),rxterm
Mirabegron XR (Oral Liquid),rxterm
MYRBETRIQ XR (Oral Liquid),rxterm
Saccharomyces boulardii (Oral Pill),rxterm
XPOVIO 60 MG ONCE WEEKLY CARTON-60 MG TABLET (Pack),rxterm
XPOVIO 100 MG ONCE WEEKLY CARTON-50 MG TABLETS (Pack),rxterm
XPOVIO 80 MG ONCE WEEKLY CARTON-40 MG TABLETS (Pack),rxterm
XPOVIO 40 MG ONCE WEEKLY CARTON-40 MG TABLET (Pack),rxterm
Sotorasib (Oral Pill),rxterm
LUMAKRAS (Oral Pill),rxterm
Infigratinib (Oral Pill),rxterm
TRUSELTIQ (Oral Pill),rxterm
Estradiol/Norethindrone/Relugolix (Oral Pill),rxterm
MYFEMBREE (Oral Pill),rxterm
Glecaprevir/Pibrentasvir (Oral Pellet),rxterm
MAVYRET (Oral Pellet),rxterm
Posaconazole (Oral Suspension Powder),rxterm
NOXAFIL (Oral Suspension Powder),rxterm
Benphothiamine (Oral Pill),rxterm
Menthol/Zinc oxide (Paste),rxterm
Ibrexafungerp (Oral Pill),rxterm
BREXAFEMME (Oral Pill),rxterm
AZSTARYS (Oral Pill),rxterm
Dexmethylphenidate/Serdexmethylphenidate (Oral Pill),rxterm
Finerenone (Oral Pill),rxterm
KERENDIA (Oral Pill),rxterm
Cholecalciferol (Oral Wafer),rxterm
VAZALORE (Oral Pill),rxterm
Folic acid/Vitamin B12 (Oral Disintegrating),rxterm
Odevixibat (Oral Pellet),rxterm
BYLVAY (Oral Pellet),rxterm
Odevixibat (Oral Pill),rxterm
BYLVAY (Oral Pill),rxterm
Belumosudil (Oral Pill),rxterm
REZUROCK (Oral Pill),rxterm
Fexinidazole (Oral Pill),rxterm
Alpha tocopherol/Cholecalciferol (Oral Pill),rxterm
Dextromethorphan/Hexylresorcinol (Oral Lozenge),rxterm
Belzutifan (Oral Pill),rxterm
WELIREG (Oral Pill),rxterm
FOLDITAM (Oral Pill),rxterm
LORazepam XR (Oral Pill),rxterm
LOREEV XR (Oral Pill),rxterm
OLANZapine/Samidorphan (Oral Pill),rxterm
LYBALVI (Oral Pill),rxterm
Mobocertinib (Oral Pill),rxterm
EXKIVITY (Oral Pill),rxterm
OPZELURA (Topical),rxterm
Povidone (Ophthalmic),rxterm
Maralixibat (Oral Liquid),rxterm
LIVMARLI (Oral Liquid),rxterm
Atogepant (Oral Pill),rxterm
QULIPTA (Oral Pill),rxterm
Avacopan (Oral Pill),rxterm
TAVNEOS (Oral Pill),rxterm
Sofosbuvir/Velpatasvir (Oral Pellet),rxterm
EPCLUSA (Oral Pellet),rxterm
Asciminib (Oral Pill),rxterm
SCEMBLIX (Oral Pill),rxterm
LOFENA (Oral Pill),rxterm
VUITY (Ophthalmic),rxterm
DYANAVEL XR (Oral Pill),rxterm
DHIVY (Oral Pill),rxterm
Maribavir (Oral Pill),rxterm
LIVTENCITY (Oral Pill),rxterm
IVIZIA (Ophthalmic),rxterm
Topiramate (Oral Liquid),rxterm
EPRONTIA (Oral Liquid),rxterm
Baclofen (Oral Granules),rxterm
LYVISPAH (Oral Granules),rxterm
Sodium chloride (Oral Liquid),rxterm
Finasteride/Tadalafil (Oral Pill),rxterm
ENTADFI (Oral Pill),rxterm
TARPEYO (Oral Pill),rxterm
Nirmatrelvir (Oral Pill),rxterm
Molnupiravir (Oral Pill),rxterm
Rivaroxaban (Oral Liquid),rxterm
XARELTO (Oral Liquid),rxterm
Celecoxib/traMADol (Oral Pill),rxterm
SEGLENTIS (Oral Pill),rxterm
RECORLEV (Oral Pill),rxterm
Glycopyrronium (Oral Disintegrating),rxterm
DARTISLA (Oral Disintegrating),rxterm
SOAANZ (Oral Pill),rxterm
VERKAZIA (Ophthalmic),rxterm
Dabigatran etexilate (Oral Pellet),rxterm
PRADAXA (Oral Pellet),rxterm
Aspirin/Dipyridamole XR (Oral Pill),rxterm
"Potassium,chelated (Oral Pill)",rxterm
Potassium (Oral Pill),rxterm
Red yeast rice (Oral Pill),rxterm
PRIMATENE WITH ePHEDrine (Oral Pill),rxterm
Abrocitinib (Oral Pill),rxterm
CIBINQO (Oral Pill),rxterm
Daridorexant (Oral Pill),rxterm
QUVIVIQ (Oral Pill),rxterm
Mometasone/Olopatadine (Nasal),rxterm
Glycerin/Propylene glycol (Ophthalmic),rxterm
Mineral oil/Petrolatum (Ophthalmic),rxterm
Soy protein isolate (Oral Pill),rxterm
Methylsulfonylmethane (Oral Pill),rxterm
Cholecalciferol/Vitamin A (Oral Pill),rxterm
FLEQSUVY (Oral Liquid),rxterm
Mitapivat (Oral Pill),rxterm
PYRUKYND (Oral Pill),rxterm
Ranolazine (Oral Granules),rxterm
ASPRUZYO (Oral Granules),rxterm
Lidocaine (Otic),rxterm
Pacritinib (Oral Pill),rxterm
VONJO (Oral Pill),rxterm
Calcium carbonate/Folic acid/Magnesium carbonate (Oral Pill),rxterm
Glycerin/Hypromellose/Polyethylene glycol 400 (Ophthalmic),rxterm
Boron/Calcium carbonate (Oral Pill),rxterm
Bifidobacterium animalis (Oral Liquid),rxterm
OPDUALAG (Injectable),rxterm
Ascorbic acid/Ferrous sulfate XR (Oral Pill),rxterm
Abacavir/Dolutegravir/lamiVUDine (Oral Suspension Tablet),rxterm
TRIUMEQ (Oral Suspension Tablet),rxterm
VIJOICE (Oral Pill),rxterm
Ergocalciferol/Vitamin A (Oral Pill),rxterm
Chromium picolinate/Gamboge (Oral Pill),rxterm
TLANDO (Oral Pill),rxterm
Korean ginseng root (Oral Pill),rxterm
NORLIQVA (Oral Liquid),rxterm
Horse chestnut seed (Oral Pill),rxterm
Brincidofovir (Oral Liquid),rxterm
TEMBEXA (Oral Liquid),rxterm
Brincidofovir (Oral Pill),rxterm
TEMBEXA (Oral Pill),rxterm
Calcium carbonate/Simethicone (Oral Liquid),rxterm
MYLICON CHILDREN'S (Oral Liquid),rxterm
MAGONATE REFORMULATED MAY 2022 (Oral Liquid),rxterm
Mavacamten (Oral Pill),rxterm
CAMZYOS (Oral Pill),rxterm
Calcium carbonate/Magnesium carbonate (Oral Pill),rxterm
Edaravone (Oral Liquid),rxterm
RADICAVA (Oral Liquid),rxterm
Iron carbonyl (Oral Pill),rxterm
Castor oil/Peruvian balsam (Topical),rxterm
Oteseconazole (Oral Pill),rxterm
VIVJOA (Oral Pill),rxterm
Zinc glycinate (Oral Pill),rxterm
LAGEVRIO (Oral Pill),rxterm
Ganaxolone (Oral Liquid),rxterm
ZTALMY (Oral Liquid),rxterm
Vonoprazan (Oral Pill),rxterm
hydroxytryptophan XR (Oral Pill),rxterm
Oteseconazole (Pack),rxterm
JULIE (Oral Pill),rxterm
Zonisamide (Oral Liquid),rxterm
ZONISADE (Oral Liquid),rxterm
ZANTAC REFORMULATED AUG 2022 (Oral Pill),rxterm
Alpha-D-galactosidase enzyme (Oral Disintegrating),rxterm
BEANO (Oral Disintegrating),rxterm
KYZATREX (Oral Pill),rxterm
REGENER-EYES (Ophthalmic),rxterm
Phenylbutyrate (Oral Pellet),rxterm
PHEBURANE (Oral Pellet),rxterm
Fingolimod (Oral Disintegrating),rxterm
TASCENSO (Oral Disintegrating),rxterm
Olipudase alfa (Injectable),rxterm
PRIFTIN (Oral Pill),rxterm
LYPQOZET (Oral Pill),rxterm
buPROPion/Dextromethorphan XR (Oral Pill),rxterm
AUVELITY XR (Oral Pill),rxterm
Ibrutinib (Oral Liquid),rxterm
IMBRUVICA (Oral Liquid),rxterm
CUVRIOR (Oral Pill),rxterm
JAVYGTOR (Oral Solution Powder),rxterm
Deucravacitinib (Oral Pill),rxterm
SOTYKTU (Oral Pill),rxterm
JAVYGTOR (Oral Pill),rxterm
Omidenepag (Ophthalmic),rxterm
OMLONTI (Ophthalmic),rxterm
Tadalafil (Oral Liquid),rxterm
TADLIQ (Oral Liquid),rxterm
Chloroprocaine (Ophthalmic),rxterm
IHEEZO (Ophthalmic),rxterm
Olutasidenib (Oral Pill),rxterm
REZLIDHIA (Oral Pill),rxterm
FLONASE NIGHTTIME (Oral Pill),rxterm
Omeprazole/Sodium bicarbonate (Oral Liquid),rxterm
KONVOMEP (Oral Liquid),rxterm
Lenacapavir (Oral Pill),rxterm
SUNLENCA (Oral Pill),rxterm
Adagrasib (Oral Pill),rxterm
KRAZATI (Oral Pill),rxterm
ERMEZA (Oral Liquid),rxterm
Phenylbutyrate (Oral Suspension Granules),rxterm
OLPRUVA (Oral Suspension Granules),rxterm
OLPRUVA 2 GM PACK (Pack),rxterm
OLPRUVA 3 GM PACK (Pack),rxterm
OLPRUVA 4 GM PACK (Pack),rxterm
OLPRUVA 5 GM PACK (Pack),rxterm
OLPRUVA 6 GM PACK (Pack),rxterm
OLPRUVA 6.67 GM PACK (Pack),rxterm
"Rotavirus vaccine, live attenuated, G1P[8] human 89-12 strain (Oral Liquid)",rxterm
ROTARIX (Oral Liquid),rxterm
Futibatinib (Oral Pill),rxterm
LYTGOBI (Oral Pill),rxterm
Daprodustat (Oral Pill),rxterm
JESDUVROQ (Oral Pill),rxterm
Elacestrant (Oral Pill),rxterm
ORSERDU (Oral Pill),rxterm
Pirtobrutinib (Oral Pill),rxterm
JAYPIRCA (Oral Pill),rxterm
Deutetrabenazine XR (Oral Pill),rxterm
AUSTEDO XR (Oral Pill),rxterm
"AUSTEDO XR ONCE DAILY, 4 WEEK TITRATION PACK, 6 MG / 12 MG / 24 MG (Pack)",rxterm
Sparsentan (Oral Pill),rxterm
FILSPARI (Oral Pill),rxterm
ORENITRAM MONTH 1 TITRATION KIT (Pack),rxterm
ORENITRAM MONTH 2 TITRATION KIT (Pack),rxterm
ORENITRAM MONTH 3 TITRATION KIT (Pack),rxterm
Atorvastatin (Oral Liquid),rxterm
CURAE (Oral Pill),rxterm
ATORVALIQ (Oral Liquid),rxterm
Omaveloxolone (Oral Pill),rxterm
SKYCLARYS (Oral Pill),rxterm
Dabrafenib (Oral Suspension Tablet),rxterm
TAFINLAR (Oral Suspension Tablet),rxterm
Trametinib (Oral Liquid),rxterm
MEKINIST (Oral Liquid),rxterm
Trofinetide (Oral Liquid),rxterm
DAYBUE (Oral Liquid),rxterm
Leniolisib (Oral Pill),rxterm
JOENJA (Oral Pill),rxterm
Rizatriptan (Oral Film),rxterm
Elexacaftor/Ivacaftor/Tezacaftor (Oral Granules),rxterm
"Fecal microbiota spores, live (Oral Pill)",rxterm
VOWST (Oral Pill),rxterm
Ascorbic acid (Oral Solution Powder),rxterm
Acetaminophen/Dextromethorphan (Oral Solution Powder),rxterm
Oxybate (Oral Suspension Granules),rxterm
LUMRYZ (Oral Suspension Granules),rxterm
Lysine/Proline (Oral Pill),rxterm
Lacosamide XR (Oral Pill),rxterm
MOTPOLY XR (Oral Pill),rxterm
LIQREV (Oral Liquid),rxterm
Fezolinetant (Oral Pill),rxterm
VEOZAH (Oral Pill),rxterm
Omidubicel (Injectable),rxterm
Omidubicel (Pack),rxterm
OMISIRGE (Pack),rxterm
Dextromethorphan/Triprolidine (Oral Liquid),rxterm
Perfluorohexyloctane (Ophthalmic),rxterm
MIEBO (Ophthalmic),rxterm
Bexagliflozin (Oral Pill),rxterm
BRENZAVVY (Oral Pill),rxterm
